Strain,low_iron,low_zinc,high-1.5_lipid,high_carbs,high_prot,micro_oxygen,Phylum,Class,Order,Family,Genus,Species
Morganella morganii subsp. morganii KT,0.3687496185302732,0.0,1.0349211715172562,1.8262730876794004,1.3650757552475492,1.06284151326101,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii
Bifidobacterium breve UCC2003,0.009998321533202932,0.0,1.0,1.8857471836421378,1.661762907164577,1.124969949008211,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve
Brevibacillus borstelensis AK1,0.12732315063476562,0.0,1.0541075468905288,1.9795500200883889,1.448002791228775,1.0813347148506054,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus borstelensis
Lysinibacillus fusiformis ZB2,0.12720870971679676,0.0,1.0597886236694598,1.9033387445779928,1.4870199672940931,1.0679790094044386,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus fusiformis
Enterocloster bolteae ATCC BAA-613,0.12693786621093736,0.0,1.0390665702598032,1.879145412585058,1.5092738780321115,1.0204791949366587,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae
Gemella sanguinis M325,0.1178703308105469,0.0,1.0657667001151614,1.8167044926491882,1.5712890690767543,1.073144450355923,Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XI,Gemella,Gemella sanguinis
Enterococcus faecium TX1330,0.11407089233398408,0.0,1.078481387175441,1.786831157653134,1.4242890187921389,1.0436540668483716,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
Filifactor alocis ATCC 35896,0.10823822021484342,0.0,1.0,1.8029544534975055,1.4659135084531965,1.0468158702706132,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Filifactor,Filifactor alocis
Marvinbryantia formatexigens DSM 14469,0.15559005737304674,0.0,1.0,2.8692776795318222,1.27705967074438,1.002971686933693,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens
Enterococcus asini ATCC 700915,0.1378593444824219,0.0,1.0256045352207475,2.7347284580927766,1.273921176277227,1.013421216714365,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus asini
Cutibacterium acnes KPA171202,0.18367576599121085,0.0,1.053291438816118,2.7788208327000556,1.3735068874710368,1.0613203596807663,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
Bacteroides fragilis 3_1_12,0.17542457580566395,0.0,1.0,2.7486534090252546,1.3609458078637942,1.0450519900493405,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
Listeria monocytogenes SLCC2378,0.009998321533202818,0.0,1.0662190075050906,2.6388846009658864,1.3278680691850255,1.1105622569666498,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
Listeria monocytogenes serotype 7 str. SLCC2482,0.009998321533202782,0.0,1.0662192508848471,2.6397286102300432,1.3278619234713196,1.1105589879484419,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
Listeria monocytogenes J0161,0.009998321533202766,0.0,1.066219518918025,2.6471930759477393,1.3278083022473768,1.1105606497730576,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
Listeria monocytogenes FSL R2-561,0.009998321533202612,0.0,1.0662204924087897,2.648106699596826,1.3278241470684444,1.1105585998801872,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
Listeria monocytogenes SLCC7179,0.009998321533203071,0.0,1.0662212471012817,2.648519126948252,1.3278023395552423,1.1105610742990704,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
Listeria monocytogenes serotype 4b str. F2365,0.009998321533203005,0.0,1.0662183515231693,2.6438613897769465,1.3278286113254703,1.1105574541579393,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
Listeria monocytogenes Finland 1998,0.009998321533202632,0.0,1.0662100540512736,2.645025335386131,1.3275521864860798,1.1105534100805077,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
Listeria monocytogenes SLCC2540,0.009998321533202612,0.0,1.0662204924087897,2.646030188429607,1.3278498737554718,1.1105622751211912,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
Listeria monocytogenes serotype 4a str. L99,0.009998321533202825,0.0,1.0673425724396273,2.680825152874636,1.292816002605902,1.0749974089044851,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
Aeromonas hydrophila subsp. hydrophila ATCC 7966,0.010009765624999925,0.0,1.054248131137216,2.6638865996792433,1.2769739089358754,1.0330217609658787,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
Priestia endophytica 2102,0.13001060485839835,0.0,1.048919895624445,2.677176802778667,1.3341615713929507,1.0777882356246558,Firmicutes,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia endophytica
Lacticaseibacillus casei BL23,0.11249542236328099,0.0,1.0889444972724083,2.6592062459336363,1.3699114158450525,1.0987888494069358,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus casei
Lacticaseibacillus paracasei ATCC 334,0.11261749267578093,0.0,1.087955409875086,2.550290341616293,1.3700405139368932,1.0977194174323974,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei
Schaalia cardiffensis F0333,0.12673568725585918,0.0,1.0497928992442351,2.579993013468481,1.3403383477407447,1.1267445535550913,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia cardiffensis
Kocuria palustris PEL,0.17200851440429676,0.0,1.0459259870766324,2.563157144250903,1.312573641432828,1.1166480295991659,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,Kocuria palustris
Faecalibacterium prausnitzii M21/2,0.010000228881835938,0.0,1.0367072385489147,2.7351087438970265,1.1896426048523723,1.0122515831786103,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii
Alkalihalobacillus halodurans C-125,0.009999275207519389,0.0,1.0435648975780831,2.75693155551507,1.222787753650967,1.0475299434342054,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,Alkalihalobacillus halodurans
Bacillus atrophaeus ATCC 49822-1,0.010002136230468658,0.0,1.0240899284207066,2.7208233052109683,1.2313370982155656,1.0425263016201625,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus atrophaeus
Citrobacter koseri ATCC BAA-895,0.01000690460205065,0.0,1.0259099261703808,2.7972836796982463,1.1965104224002674,1.0518138037073286,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter koseri
Escherichia coli SE11,0.01000308990478514,0.0,1.0354320774201988,2.8385474834229756,1.234213858813744,1.0458619352246015,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
Escherichia albertii TW07627,0.010000228881835929,0.0,1.037837332776379,2.741783645337524,1.3099548207670575,1.0438491387365203,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii
Klebsiella aerogenes KCTC 2190,0.010016441345214793,0.0,1.0224435653206623,2.7724084168799386,1.3113111682884482,1.0376208334809758,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292,0.010011672973632613,0.0,1.0448254150101488,2.7897365256666413,1.4238252081585887,1.0798697062480536,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
Enterobacter asburiae LF7a,0.01001644134521476,0.0,1.0236554643557918,2.74964643569936,1.3879510573284835,1.0399104103508725,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae
Enterobacter cloacae EcWSU1,0.010016441345214785,0.0,1.0235488166212827,2.7981370632054996,1.3879071050705951,1.0394923407267016,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae
Bacteroides fragilis 638R,0.28738212585449213,0.0,1.0,2.5916758135715185,1.3939136415694664,1.0446469559471296,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
Bacteroides fragilis NCTC 9343,0.20365905761718736,0.0,1.0,2.507484462576146,1.4080187589164939,1.0438683794551655,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841 = JCM 6387,0.01003074645996092,0.0,1.0555022297578969,2.5456548622034147,1.5369109883450052,1.0604311682670247,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium fortuitum
Escherichia fergusonii ATCC 35469,0.01001644134521472,0.0,1.0199828697368831,2.527123264777463,1.392592205730282,1.0337863104129017,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii
Bacteroides sp. 9_1_42FAA,0.18889236450195293,0.0,1.0,2.6561057956710017,1.5688374786481987,1.1104211358247715,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 9_1_42FAA
Leuconostoc gelidum JB7,0.1163482666015623,0.0,1.0390438668609434,2.6552149386645407,1.5269070159301263,1.0892192854642697,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc gelidum
Streptococcus cristatus ATCC 51100,0.12807083129882815,0.0,1.041898196465139,2.67154830205213,1.4986752264525967,1.0271667898358183,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus cristatus
Arachnia propionica F0230a,0.12209510803222637,0.0,1.0335468165220063,2.6600885026220906,1.7055752101652895,1.0614968091278285,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Arachnia,Arachnia propionica
Staphylococcus pettenkoferi VCU012,0.009998321533202638,0.0,1.0480847413375107,2.7573831636268693,1.6415575696542468,1.1338405878184328,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pettenkoferi
Akkermansia muciniphila ATCC BAA-835,0.009994506835937169,0.0,1.0,2.640482641031811,1.5872917080722604,1.136941809014739,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila
Bacillus sonorensis L12,0.009999275207519507,0.0,1.0305816017626377,2.2040150090777457,1.3185198125076998,1.026817215202144,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sonorensis
Methylobacterium mesophilicum SR1.6/6,0.13438415527343744,0.0,1.040026360963902,2.230913122493586,1.3044245266322003,1.0549939781313358,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium mesophilicum
Butyrivibrio crossotus DSM 2876,0.1424331665039059,0.0,1.0,2.208812414569431,1.3581134632835206,1.0,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus
Clostridiales bacterium 1_7_47FAA,0.1243000030517577,0.0,1.0427746617542895,2.2438576717290295,1.3389273256202472,1.0019624265482234,Firmicutes,Clostridia,Eubacteriales,unclassified Clostridiales,unclassified Clostridiales,Clostridiales bacterium 1_7_47FAA
[Eubacterium] eligens ATCC 27750,0.13060760498046856,0.0,1.0391880801206,2.1810354004484727,1.2146381833103834,1.0272379820817208,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospira,Lachnospira eligens
Staphylococcus haemolyticus JCSC1435,0.01000595092773421,0.0,1.0425997252300416,2.1254425215161485,1.2194577965110442,1.066887797653035,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus
Lactiplantibacillus pentosus KCA1,0.00999832153320272,0.0,1.0586420407878743,2.1191813329858076,1.2147985609984513,1.0652581746986676,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus pentosus
Candidatus Melainabacteria bacterium MEL.A1,0.10296249389648401,0.0,1.0,2.440639036114604,1.0016971064778823,1.0,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Melainabacterium
Mitsuokella multacida DSM 20544,0.1319408416748045,0.0,1.0,2.5704813728807188,1.1876010300364646,1.0453162788366352,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella multacida
Corynebacterium durum F0235,0.1176681518554687,0.0,1.064429637842606,2.381619823645701,1.1144768818272786,1.0716713910651339,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium durum
Ligilactobacillus salivarius UCC118,0.11420440673828088,0.0,1.0793834229756616,2.4539305047485827,1.2477082554936698,1.1055679616290286,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus salivarius
Acetivibrio clariflavus DSM 19732,0.12897682189941406,0.0,1.034326936067637,2.449085563132408,1.1870595806105253,1.023851087582573,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio clariflavus
Bacteroides oleiciplenus YIT 12058,0.5902748107910153,0.0,1.1285526957218381,2.581279782936479,2.2774324227296945,1.1107197787040433,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides oleiciplenus
Alistipes onderdonkii WAL 8169 = DSM 19147,0.4705734252929685,0.0,1.074332337642526,2.832404076591096,2.254654075360836,1.2006554827788143,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii
Bifidobacterium dentium ATCC 27678,0.010032653808593136,0.0,1.0,2.776751705806594,2.1422519387279766,1.18017702025046,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium
Veillonella parvula DSM 2008,0.009994506835936952,0.0,1.0,2.78006765332688,2.0468024062387467,1.1285649347965974,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula
Parabacteroides sp. 20_3,0.14916229248046747,0.0,1.1526500888778446,2.77113476939544,1.829517001471741,1.169785355224679,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. 20_3
Limosilactobacillus mucosae LM1,0.11209106445312464,0.0,1.056501939618823,2.706037063585766,1.7688216815651887,1.2219967532467542,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus mucosae
Ruminococcaceae bacterium D16,0.19890594482421864,0.0,1.0,2.68110909090909,1.8966363636363623,1.0015727272727273,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,unclassified Ruminococcaceae,Ruminococcaceae bacterium D16
Anaerococcus hydrogenalis DSM 7454,0.11162567138671811,0.0,1.1287745251470267,2.6176740303883936,1.94017868419463,1.0015595055708393,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus hydrogenalis
[Ruminococcus] torques ATCC 27756,0.15527343750000713,0.0,1.0,2.126038104543354,2.126038104543354,1.0,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques
Veillonella sp. 3_1_44,0.10890197753906171,0.0,1.0,2.4046318137628035,2.191037824720592,1.1387810778425065,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp. 3_1_44
Holdemanella biformis DSM 3989,0.11927032470703114,0.0,1.116113853157046,2.33207170805309,2.1860829092397,1.0322941973761595,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella biformis
Acidaminococcus fermentans DSM 20731,0.1123046874999995,0.0,1.1239831042944142,2.2789964332465953,2.118572026689705,1.0344485841631916,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus fermentans
Bacteroides sp. 2_1_33B,0.10165405273437413,0.0,1.1671399508349587,2.073789946596593,1.908133423751803,1.1860642536238029,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 2_1_33B
Bacteroides sp. 3_1_19,0.10137939453124999,0.0,1.174576717255899,2.122795859285903,1.7985130274585484,1.1943481884375813,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 3_1_19
Schaalia odontolytica ATCC 17982,0.14409637451171806,0.0,1.0,2.2324576020143687,2.032585351403393,1.3272328371473017,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica
Veillonella dispar ATCC 17748,0.11483383178710918,0.0,1.0854736563432024,2.3906149817784725,1.8669600863712899,1.0951035586791156,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella dispar
Prevotella oralis ATCC 33269,0.14411163330078092,0.0,1.0,2.391136714399589,1.9003431569306954,1.255914793059976,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oralis
Gemella morbillorum M424,0.11344146728515564,0.0,1.0886871608367577,2.378769872519962,1.9685141965321236,1.1972814440419428,Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XI,Gemella,Gemella morbillorum
Prevotella bivia DSM 20514,0.9999942779541016,0.0,1.0597562296324743,2.448759980703154,1.4483784741707775,1.0868284254363951,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bivia
Rhodococcus hoagii ATCC 33707,0.9999828338623046,0.0,1.0739335798464344,2.1547965249385914,1.3475549821220338,1.0765038554133501,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus hoagii
Corynebacterium aurimucosum ATCC 700975,0.916568756103516,0.0,1.065676937754197,2.2865415836778418,1.3748472726664103,1.1169598473563525,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium aurimucosum
Edwardsiella tarda ATCC 23685,0.9343948364257814,0.0,1.0300477070529075,2.249615335023854,1.3111840804573,1.03681437228693,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella tarda
Lactococcus raffinolactis 4877,0.6971645355224613,0.0,1.0306484313689577,2.3188575276960215,1.1885386448076036,1.0159828899668761,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus raffinolactis
Klebsiella pneumoniae subsp. pneumoniae MGH 78578,0.6483325958251951,0.0,1.0113535904903206,2.178194051600415,1.2686832700986106,1.0852908172601026,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
Scardovia inopinata F0304,0.6098327636718749,0.0,1.0732822078235338,2.1399685594749935,1.5102015354288139,1.0407687125188183,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia inopinata
Bacteroides stercoris ATCC 43183,0.40990447998046875,0.0,1.0,2.2555933647871544,1.386326806972833,1.0563423563323182,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris
Fusobacterium varium ATCC 27725,0.9346771240234374,0.0,1.070521313950465,1.4611575218245205,1.8876244710274985,1.021735249067348,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium
Fusobacterium gonidiaformans ATCC 25563,0.8992843627929693,0.0,1.1187448324737201,1.9658141771610815,2.177532298796917,1.0,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans
Actinomyces viscosus C505,0.9240646362304688,0.0,1.0474979063177579,1.959084286484564,1.7328662223089013,1.1278322071426115,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces viscosus
Alistipes finegoldii DSM 17242,0.9830322265625001,0.0,1.0,2.0022570849015677,1.7435160106464058,1.134835906996377,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii
Campylobacter concisus 13826,0.1024169921874975,0.0,1.0,1.0,2.455295848316443,2.493135011441649,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus
Moraxella catarrhalis RH4,0.16326904296874878,0.0,1.0,1.0,2.6802658972205062,2.048979144599881,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella catarrhalis
Kingella oralis ATCC 51147,0.009994506835936312,0.0,1.0,1.6569679520735192,3.6980166346769088,1.6492613272843621,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella oralis
Neisseria cinerea ATCC 14685,0.20251464843749942,0.0,1.0,1.6701755064920003,4.2061378896650545,1.7745505911492114,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria cinerea
Fusobacterium nucleatum subsp. vincentii 3_1_27,0.6327896118164053,0.0,1.0414482853385145,1.0850460318395065,3.4683764207054932,1.0692244273011013,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Fusobacterium nucleatum subsp. vincentii 4_1_13,0.6325225830078122,0.0,1.0414358081367736,1.085008706664556,3.471653870508153,1.0691981953458918,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Fusobacterium nucleatum subsp. vincentii 3_1_36A2,0.6175537109374993,0.0,1.060868564956554,1.2495708496292501,3.4683313571769885,1.0677526678110683,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Oxalobacter formigenes HOxBLS,0.544128417968748,0.0,1.0,1.3223899555425283,3.406321754848798,1.115394010454833,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes
Campylobacter upsaliensis JV21,0.10342407226562214,0.0,1.0,1.0,3.608960676011713,1.5640912791849155,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter upsaliensis
Porphyromonas endodontalis ATCC 35406,0.14482116699218758,0.0,1.0,1.0,3.750482835960381,1.2248146532926312,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis
Streptococcus mitis NCTC 12261,0.10527038574218596,0.0,1.0,1.0,3.8695817490494346,1.0734233643634477,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis
Fusobacterium nucleatum subsp. animalis 4_8,0.01002502441406219,0.0,1.0700973241307241,1.2052951294389178,3.474558557773961,1.083585534194083,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Cryptobacterium curtum DSM 15641,0.15188598632812428,0.0,1.0,1.0,3.40821239424995,1.0659433248504004,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,Cryptobacterium curtum
Streptococcus intermedius JTH08,0.10751342773437461,0.0,1.0,1.0,3.335242271039329,1.0529640731958305,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius
Streptococcus thermophilus LMG 18311,0.1916809082031247,0.0,1.0,1.851942432508703,3.1982611500060516,1.0000403133692586,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
Bifidobacterium animalis subsp. lactis BB-12,0.5116729736328121,0.0,1.0,1.7691109489914625,2.373819429382653,1.284658004219492,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
Campylobacter coli JV20,0.10728454589843717,0.0,1.0,2.409964082297977,2.6426330802983373,1.2613178669244411,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli
Bifidobacterium adolescentis ATCC 15703,0.010002136230468662,0.0,1.0,1.862286362435028,2.313056118403666,1.1519910140075764,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis
Mycobacterium avium subsp. avium ATCC 25291,0.010009765624999742,0.0,1.0940249689040404,1.8499101672271623,2.8204956926337132,1.212045653475838,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium
Laribacter hongkongensis HLHK9,0.01000976562499862,0.0,1.0,1.9029633933759436,2.6273968622893675,1.5631779004454778,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,Laribacter hongkongensis
Porphyromonas asaccharolytica DSM 20707,0.2830047607421868,0.0,1.0,1.0,2.507711043334879,1.1021026199226196,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas asaccharolytica
Varibaculum cambriense DSM 15806,0.00999450683593595,0.0,1.0,1.0,2.6249909636376803,1.0,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum cambriense
Prevotella timonensis CRIS 5C-B1,0.10684204101562371,0.0,1.0,1.0,2.413745845052415,1.1280184096139094,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella timonensis
Clostridium perfringens ATCC 13124,0.009998321533203009,0.0,1.0,1.0003760960442964,2.4107815512091193,1.000153588960498,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens
Arcanobacterium haemolyticum DSM 20595,0.19709777832031097,0.0,1.0,1.0,2.7056243952682673,1.4709416648459677,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium haemolyticum
Brevundimonas diminuta 470-4,0.009994506835936508,0.0,1.0,1.0,3.051029067333478,1.417872619680701,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta
Haemophilus haemolyticus M19501,0.18125152587890603,0.0,1.0,1.0,3.0510744287788834,1.2781658425396585,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus haemolyticus
Pyramidobacter piscolens W5455,0.10683441162109265,0.0,1.2175815058548451,1.0,2.8698640469141847,1.1209341353496867,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,Pyramidobacter piscolens
Eggerthella sp. 1_3_56FAA,0.1206359863281244,0.0,1.0,1.0,2.937952070361953,1.1302036676463834,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. 1_3_56FAA
Streptococcus australis ATCC 700641,0.10906982421874915,0.0,1.0,1.0,2.7612184064626226,1.090377108371967,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis
