MicrobeID	NCBI Taxonomy ID	Strain	Species	Genus	Family	Order	Class	Phylum	Kingdom
Prevotella_ruminicola_23	264731	Prevotella ruminicola 23	Prevotella ruminicola	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Prevotella_timonensis_CRIS_5C_B1	679189	Prevotella timonensis CRIS 5C-B1	Prevotella timonensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Propionibacterium_acidipropionici_ATCC_4875	1171373	Acidipropionibacterium acidipropionici ATCC 4875	Acidipropionibacterium acidipropionici	Acidipropionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
Propionibacterium_acnes_KPA171202	267747	Cutibacterium acnes KPA171202	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
Propionibacterium_avidum_44067	1170318	Cutibacterium avidum 44067	Cutibacterium avidum	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
Propionibacterium_propionicum_F0230a	767029	Arachnia propionica F0230a	Arachnia propionica	Arachnia	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
Providencia_rettgeri_DSM_1131	521000	Providencia rettgeri DSM 1131	Providencia rettgeri	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Providencia_rustigianii_DSM_4541	500637	Providencia rustigianii DSM 4541	Providencia rustigianii	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Providencia_stuartii_ATCC_25827	471874	Providencia stuartii ATCC 25827	Providencia stuartii	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Pseudoflavonifractor_capillosus_strain_ATCC_29799	411467	Pseudoflavonifractor capillosus ATCC 29799	Pseudoflavonifractor capillosus	Pseudoflavonifractor	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Pseudomonas_aeruginosa_NCGM2_S1	1089456	Pseudomonas aeruginosa NCGM2.S1	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Pseudomonas_alcaliphila_34	1248438	Pseudomonas alcaliphila 34	Pseudomonas alcaliphila	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Pseudoramibacter_alactolyticus_ATCC_23263	887929	Pseudoramibacter alactolyticus ATCC 23263	Pseudoramibacter alactolyticus	Pseudoramibacter	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Pyramidobacter_piscolens_W5455	352165	Pyramidobacter piscolens W5455	Pyramidobacter piscolens	Pyramidobacter	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria
Ralstonia_sp_5_7_47FAA	329	Ralstonia pickettii	Ralstonia pickettii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Rhodococcus_equi_ATCC_33707	525370	Rhodococcus hoagii ATCC 33707	Rhodococcus hoagii	Rhodococcus	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
Roseburia_intestinalis_L1_82	536231	Roseburia intestinalis L1-82	Roseburia intestinalis	Roseburia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Rothia_dentocariosa_ATCC_17931	762948	Rothia dentocariosa ATCC 17931	Rothia dentocariosa	Rothia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
Rothia_mucilaginosa_DY_18	680646	Rothia mucilaginosa DY-18	Rothia mucilaginosa	Rothia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
Ruminococcaceae_bacterium_D16	552398	Ruminococcaceae bacterium D16	Ruminococcaceae bacterium D16	unclassified Ruminococcaceae	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Ruminococcus_albus_7	697329	Ruminococcus albus 7 = DSM 20455	Ruminococcus albus	Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Ruminococcus_bicirculans_80_3	1160721	Ruminococcus bicirculans	Ruminococcus bicirculans	Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Ruminococcus_champanellensis_18P13	213810	Ruminococcus champanellensis 18P13 = JCM 17042	Ruminococcus champanellensis	Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Ruminococcus_flavefaciens_FD_1	641112	Ruminococcus flavefaciens FD-1	Ruminococcus flavefaciens	Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Ruminococcus_gnavus_ATCC_29149	411470	[Ruminococcus] gnavus ATCC 29149	[Ruminococcus] gnavus	Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Ruminococcus_lactaris_ATCC_29176	471875	[Ruminococcus] lactaris ATCC 29176	[Ruminococcus] lactaris	Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Ruminococcus_sp_5_1_39BFAA	457412	Ruminococcus sp. 5_1_39BFAA	Ruminococcus sp. 5_1_39BFAA	Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Ruminococcus_torques_ATCC_27756	411460	[Ruminococcus] torques ATCC 27756	[Ruminococcus] torques	Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Scardovia_inopinata_F0304	641146	Scardovia inopinata F0304	Scardovia inopinata	Scardovia	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
Slackia_exigua_ATCC_700122	649764	Slackia exigua ATCC 700122	Slackia exigua	Slackia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
Solobacterium_moorei_F0204	706433	Solobacterium moorei F0204	Solobacterium moorei	Solobacterium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Staphylococcus_arlettae_CVD059	1212545	Staphylococcus arlettae CVD059	Staphylococcus arlettae	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_capitis_QN1	1189311	Staphylococcus capitis QN1	Staphylococcus capitis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_caprae_C87	435838	Staphylococcus capitis C87	Staphylococcus capitis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_epidermidis_ATCC_12228	176280	Staphylococcus epidermidis ATCC 12228	Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_equorum_subsp_equorum_Mu2	1159488	Staphylococcus equorum subsp. equorum Mu2	Staphylococcus equorum	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_haemolyticus_JCSC1435	279808	Staphylococcus haemolyticus JCSC1435	Staphylococcus haemolyticus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_hominis_subsp_hominis_C80	435837	Staphylococcus hominis subsp. hominis C80	Staphylococcus hominis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_lugdunensis_HKU09_01	698737	Staphylococcus lugdunensis HKU09-01	Staphylococcus lugdunensis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_pettenkoferi_VCU012	904314	Staphylococcus pettenkoferi VCU012	Staphylococcus pettenkoferi	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305	342451	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292	Staphylococcus saprophyticus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_simulans_ACS_120_V_Sch1	883166	Staphylococcus simulans ACS-120-V-Sch1	Staphylococcus simulans	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_warneri_SG1	1194526	Staphylococcus warneri SG1	Staphylococcus warneri	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_xylosus_DMB3_Bh1	1353979	Staphylococcus xylosus DMB3-Bh1	Staphylococcus xylosus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Stenotrophomonas_maltophilia_D457	1163399	Stenotrophomonas maltophilia D457	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Streptococcus_agalactiae_A909	205921	Streptococcus agalactiae A909	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_anginosus_1_2_62CV	742820	Streptococcus anginosus 1_2_62CV	Streptococcus anginosus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_australis_ATCC_700641	888833	Streptococcus australis ATCC 700641	Streptococcus australis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_constellatus_subsp_constellatus_SK53	1095730	Streptococcus constellatus subsp. constellatus SK53	Streptococcus constellatus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_cristatus_ATCC_51100	889201	Streptococcus cristatus ATCC 51100	Streptococcus cristatus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957	663952	Streptococcus dysgalactiae subsp. dysgalactiae ATCC 27957	Streptococcus dysgalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_gallolyticus_subsp_gallolyticus_ATCC_43143	981539	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	Streptococcus gallolyticus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_gordonii_str_Challis_substr_CH1	467705	Streptococcus gordonii str. Challis substr. CH1	Streptococcus gordonii	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_intermedius_JTH08	591365	Streptococcus intermedius JTH08	Streptococcus intermedius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_mitis_NCTC_12261	246201	Streptococcus mitis NCTC 12261	Streptococcus mitis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_mutans_ATCC_25175	1257041	Streptococcus mutans ATCC 25175	Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_oralis_Uo5	927666	Streptococcus oralis Uo5	Streptococcus oralis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_parauberis_KCTC_11537	936154	Streptococcus parauberis KCTC 11537	Streptococcus parauberis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_salivarius_JIM8777	347253	Streptococcus salivarius JIM8777	Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_sanguinis_SK36	388919	Streptococcus sanguinis SK36	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_sp_2_1_36FAA	469609	Streptococcus sp. 2_1_36FAA	Streptococcus sp. 2_1_36FAA	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_sp_I_G2	1156431	Streptococcus ilei	Streptococcus sp. I-G2	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_sp_I_P16	1156433	Streptococcus ilei	Streptococcus sp. I-P16	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_thermophilus_LMG_18311	264199	Streptococcus thermophilus LMG 18311	Streptococcus thermophilus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_uberis_0140J	218495	Streptococcus uberis 0140J	Streptococcus uberis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_vestibularis_F0396	904306	Streptococcus vestibularis F0396	Streptococcus vestibularis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Subdoligranulum_variabile_DSM_15176	411471	Subdoligranulum variabile DSM 15176	Subdoligranulum variabile	Subdoligranulum	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Sulfolobus_solfataricus_P2	273057	Saccharolobus solfataricus P2	Saccharolobus solfataricus	Saccharolobus	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea
Sutterella_wadsworthensis_3_1_45B	742821	Sutterella wadsworthensis 3_1_45B	Sutterella wadsworthensis	Sutterella	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Tannerella_forsythia_ATCC_43037	28112	Tannerella forsythia	Tannerella forsythia	Tannerella	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Tropheryma_whipplei_str_Twist	203267	Tropheryma whipplei str. Twist	Tropheryma whipplei	Tropheryma	Tropherymataceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
Ureaplasma_parvum_serovar_1_str_ATCC_27813	515608	Ureaplasma parvum serovar 1 str. ATCC 27813	Ureaplasma parvum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
Ureaplasma_urealyticum_serovar_8_str_ATCC_27618	626095	Ureaplasma urealyticum serovar 8 str. ATCC 27618	Ureaplasma urealyticum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
Varibaculum_cambriense_DSM_15806	1123488	Varibaculum cambriense DSM 15806	Varibaculum cambriense	Varibaculum	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria
Veillonella_atypica_ACS_049_V_Sch6	866776	Veillonella atypica ACS-049-V-Sch6	Veillonella atypica	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Veillonella_dispar_ATCC_17748	546273	Veillonella dispar ATCC 17748	Veillonella dispar	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Veillonella_parvula_Te3_DSM_2008	479436	Veillonella parvula DSM 2008	Veillonella parvula	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Veillonella_ratti_ACS_216_V_Col6b	883156	Veillonella seminalis ACS-216-V-Col6b	Veillonella seminalis	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Veillonella_sp_3_1_44	457416	Veillonella sp. 3_1_44	Veillonella sp. 3_1_44	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Veillonella_sp_6_1_27	450749	Veillonella sp. 6_1_27	Veillonella sp. 6_1_27	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Vibrio_furnissii_NCTC_11218	903510	Vibrio furnissii NCTC 11218	Vibrio furnissii	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
Vibrio_mimicus_MB_451	675806	Vibrio mimicus MB451	Vibrio mimicus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
Vibrio_parahaemolyticus_RIMD_2210633	223926	Vibrio parahaemolyticus RIMD 2210633	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
Weissella_cibaria_KACC_11862	911104	Weissella cibaria KACC 11862	Weissella cibaria	Weissella	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Yersinia_enterocolitica_subsp_enterocolitica_8081	393305	Yersinia enterocolitica subsp. enterocolitica 8081	Yersinia enterocolitica	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Yersinia_frederiksenii_ATCC_33641	349966	Yersinia frederiksenii ATCC 33641	Yersinia frederiksenii	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Yersinia_kristensenii_ATCC_33638	527012	Yersinia kristensenii ATCC 33638	Yersinia kristensenii	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Yersinia_pseudotuberculosis_YPIII	502800	Yersinia pseudotuberculosis YPIII	Yersinia pseudotuberculosis	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Yersinia_rohdei_ATCC_43380	527004	Yersinia rohdei ATCC 43380	Yersinia rohdei	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
